trial,configuration,split,mode,source,method,sensor,threshold,control,false_events,false_file,pre_release_seeded_events,detected,detected_within_60_s,first_detection_s,delay_s,already_g2_at_release,invalid_seconds,g1_before_count,g1_after_count
090_Et_n_CO_M,n/CO/M,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,117,57,0,0,0,1
091_Et_n_Me_H,n/Me/H,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
094_Et_H_CO_M,H/CO/M,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,97,37,0,0,0,1
095_Et_M_Me_n,M/Me/n,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,0,141,81,0,0,0,1
099_Et_L_Me_H,L/Me/H,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
103_Et_L_Me_M,L/Me/M,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
109_Et_H_Me_L,H/Me/L,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,102,42,0,0,0,1
110_Et_M_CO_n,M/CO/n,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,100,40,0,0,0,1
116_Et_L_CO_L,L/CO/L,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,110,50,0,0,0,1
118_Et_L_CO_M,L/CO/M,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,106,46,0,0,0,1
125_Et_M_Me_M,M/Me/M,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,104,44,0,0,0,1
128_Et_n_CO_L,n/CO/L,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,0,147,87,0,0,0,1
129_Et_H_Me_M,H/Me/M,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,1,1,0,0,0,,,1,0,1,0
132_Et_H_CO_n,H/CO/n,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,106,46,0,0,0,1
135_Et_H_Me_n,H/Me/n,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,1,1,0,0,0,,,1,0,1,0
138_Et_M_CO_M,M/CO/M,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,106,46,0,0,0,1
145_Et_L_Me_n,L/Me/n,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,1,1,0,0,0,,,1,0,1,0
147_Et_n_Me_M,n/Me/M,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,1,1,0,0,0,,,1,0,1,0
155_Et_H_Me_L,H/Me/L,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,64,4,0,0,0,1
156_Et_n_CO_M,n/CO/M,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,0,164,104,0,0,0,1
157_Et_n_Me_H,n/Me/H,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,74,14,0,0,0,1
158_Et_M_CO_H,M/CO/H,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,110,50,0,0,0,1
163_Et_H_Me_M,H/Me/M,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,101,41,0,0,0,1
164_Et_H_CO_n,H/CO/n,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,109,49,0,0,0,1
166_Et_H_CO_H,H/CO/H,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,99,39,0,0,0,1
169_Et_L_Me_M,L/Me/M,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,114,54,0,0,0,1
170_Et_M_CO_M,M/CO/M,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,113,53,0,0,0,1
176_Et_M_CO_n,M/CO/n,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,1,1,108,48,0,0,0,1
177_Et_n_Me_L,n/Me/L,test,B,gas,cusum,,34.413792951240126,real_laboratory_data,0,0,0,0,0,,,0,0,0,0
002_Et_H_CO_H,H/CO/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
007_Et_L_Me_L,L/Me/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
008_Et_H_CO_L,H/CO/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
009_Et_M_Me_L,M/Me/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
011_Et_n_Me_L,n/Me/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
012_Et_n_CO_H,n/CO/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
014_Et_L_CO_n,L/CO/n,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
019_Et_M_Me_H,M/Me/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
022_Et_M_CO_L,M/CO/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
027_Et_M_Me_M,M/Me/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
028_Et_H_CO_M,H/CO/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
033_Et_L_Me_H,L/Me/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
035_Et_H_Me_n,H/Me/n,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
036_Et_L_CO_H,L/CO/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
039_Et_L_Me_L,L/Me/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
041_Et_M_Me_L,M/Me/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
042_Et_L_CO_n,L/CO/n,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
043_Et_n_Me_M,n/Me/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
046_Et_n_CO_H,n/CO/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
051_Et_H_Me_H,H/Me/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
053_Et_M_Me_H,M/Me/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
054_Et_M_CO_L,M/CO/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
058_Et_M_CO_H,M/CO/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
061_Et_M_Me_n,M/Me/n,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
062_Et_n_CO_L,n/CO/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
070_Et_L_CO_H,L/CO/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
074_Et_H_CO_L,H/CO/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
079_Et_L_Me_n,L/Me/n,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
082_Et_L_CO_L,L/CO/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
083_Et_H_Me_H,H/Me/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
084_Et_L_CO_M,L/CO/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
090_Et_n_CO_M,n/CO/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
091_Et_n_Me_H,n/Me/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
094_Et_H_CO_M,H/CO/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
095_Et_M_Me_n,M/Me/n,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
099_Et_L_Me_H,L/Me/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
103_Et_L_Me_M,L/Me/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
109_Et_H_Me_L,H/Me/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
110_Et_M_CO_n,M/CO/n,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
116_Et_L_CO_L,L/CO/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
118_Et_L_CO_M,L/CO/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
125_Et_M_Me_M,M/Me/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
128_Et_n_CO_L,n/CO/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
129_Et_H_Me_M,H/Me/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
132_Et_H_CO_n,H/CO/n,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
135_Et_H_Me_n,H/Me/n,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
138_Et_M_CO_M,M/CO/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
145_Et_L_Me_n,L/Me/n,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
147_Et_n_Me_M,n/Me/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
155_Et_H_Me_L,H/Me/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
156_Et_n_CO_M,n/CO/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
157_Et_n_Me_H,n/Me/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
158_Et_M_CO_H,M/CO/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
163_Et_H_Me_M,H/Me/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
164_Et_H_CO_n,H/CO/n,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
166_Et_H_CO_H,H/CO/H,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
169_Et_L_Me_M,L/Me/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
170_Et_M_CO_M,M/CO/M,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
176_Et_M_CO_n,M/CO/n,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
177_Et_n_Me_L,n/Me/L,test,B,gas,cusum,,34.413792951240126,synthetic_frozen_gas,0,0,0,0,0,,,0,0,0,0
